patent_no,http,url
4503040,https://www.google.com/patents/US,
4503063,https://www.google.com/patents/US,
4505919,https://www.google.com/patents/US,
4507484,https://www.google.com/patents/US,
4510148,https://www.google.com/patents/US,
4510308,https://www.google.com/patents/US,
4510313,https://www.google.com/patents/US,
4511575,https://www.google.com/patents/US,
4511576,https://www.google.com/patents/US,
4512800,https://www.google.com/patents/US,
4512982,https://www.google.com/patents/US,
4515799,https://www.google.com/patents/US,
4517126,https://www.google.com/patents/US,
4517379,https://www.google.com/patents/US,
4518530,https://www.google.com/patents/US,
4518590,https://www.google.com/patents/US,
4518604,https://www.google.com/patents/US,
4521533,https://www.google.com/patents/US,
4525325,https://www.google.com/patents/US,
4526579,https://www.google.com/patents/US,
4526889,https://www.google.com/patents/US,
4528387,https://www.google.com/patents/US,
4529732,https://www.google.com/patents/US,
4529799,https://www.google.com/patents/US,
4530792,https://www.google.com/patents/US,
4530919,https://www.google.com/patents/US,
4533553,https://www.google.com/patents/US,
4533667,https://www.google.com/patents/US,
4533709,https://www.google.com/patents/US,
4535081,https://www.google.com/patents/US,
4535084,https://www.google.com/patents/US,
4536393,https://www.google.com/patents/US,
4536396,https://www.google.com/patents/US,
4536518,https://www.google.com/patents/US,
4536573,https://www.google.com/patents/US,
4539322,https://www.google.com/patents/US,
4540687,https://www.google.com/patents/US,
4542132,https://www.google.com/patents/US,
4543334,https://www.google.com/patents/US,
4546113,https://www.google.com/patents/US,
4547501,https://www.google.com/patents/US,
4547502,https://www.google.com/patents/US,
4547523,https://www.google.com/patents/US,
4547559,https://www.google.com/patents/US,
4548935,https://www.google.com/patents/US,
4550164,https://www.google.com/patents/US,
4550448,https://www.google.com/patents/US,
4551219,https://www.google.com/patents/US,
4551452,https://www.google.com/patents/US,
4551468,https://www.google.com/patents/US,
4551542,https://www.google.com/patents/US,
4552843,https://www.google.com/patents/US,
4554276,https://www.google.com/patents/US,
4554286,https://www.google.com/patents/US,
4555516,https://www.google.com/patents/US,
4556670,https://www.google.com/patents/US,
4556672,https://www.google.com/patents/US,
4556676,https://www.google.com/patents/US,
4558048,https://www.google.com/patents/US,
4559326,https://www.google.com/patents/US,
4560690,https://www.google.com/patents/US,
4560697,https://www.google.com/patents/US,
4562197,https://www.google.com/patents/US,
4562267,https://www.google.com/patents/US,
4564614,https://www.google.com/patents/US,
4565653,https://www.google.com/patents/US,
4565820,https://www.google.com/patents/US,
4566978,https://www.google.com/patents/US,
4567048,https://www.google.com/patents/US,
4567179,https://www.google.com/patents/US,
4568677,https://www.google.com/patents/US,
4568748,https://www.google.com/patents/US,
4568749,https://www.google.com/patents/US,
4569942,https://www.google.com/patents/US,
4570623,https://www.google.com/patents/US,
4572908,https://www.google.com/patents/US,
4572909,https://www.google.com/patents/US,
4575507,https://www.google.com/patents/US,
4576964,https://www.google.com/patents/US,
4578354,https://www.google.com/patents/US,
4579846,https://www.google.com/patents/US,
4581459,https://www.google.com/patents/US,
4582796,https://www.google.com/patents/US,
4582829,https://www.google.com/patents/US,
4582831,https://www.google.com/patents/US,
4582832,https://www.google.com/patents/US,
4582907,https://www.google.com/patents/US,
4583270,https://www.google.com/patents/US,
4584009,https://www.google.com/patents/US,
4584307,https://www.google.com/patents/US,
4584385,https://www.google.com/patents/US,
4585759,https://www.google.com/patents/US,
4585778,https://www.google.com/patents/US,
4585888,https://www.google.com/patents/US,
4588527,https://www.google.com/patents/US,
4589883,https://www.google.com/patents/US,
4590073,https://www.google.com/patents/US,
4590195,https://www.google.com/patents/US,
4590200,https://www.google.com/patents/US,
4590299,https://www.google.com/patents/US,
4591459,https://www.google.com/patents/US,
4591595,https://www.google.com/patents/US,
4593037,https://www.google.com/patents/US,
4593131,https://www.google.com/patents/US,
D284100,https://www.google.com/patents/US,
4593685,https://www.google.com/patents/US,
4594810,https://www.google.com/patents/US,
4595539,https://www.google.com/patents/US,
4598859,https://www.google.com/patents/US,
4599198,https://www.google.com/patents/US,
4601893,https://www.google.com/patents/US,
4601897,https://www.google.com/patents/US,
4602016,https://www.google.com/patents/US,
4602067,https://www.google.com/patents/US,
4603538,https://www.google.com/patents/US,
4605624,https://www.google.com/patents/US,
4607453,https://www.google.com/patents/US,
4610688,https://www.google.com/patents/US,
4610982,https://www.google.com/patents/US,
4611588,https://www.google.com/patents/US,
4613462,https://www.google.com/patents/US,
4613516,https://www.google.com/patents/US,
4614737,https://www.google.com/patents/US,
4616024,https://www.google.com/patents/US,
4616026,https://www.google.com/patents/US,
4616027,https://www.google.com/patents/US,
4617312,https://www.google.com/patents/US,
D286137,https://www.google.com/patents/US,
D286181,https://www.google.com/patents/US,
4618609,https://www.google.com/patents/US,
4618616,https://www.google.com/patents/US,
4619783,https://www.google.com/patents/US,
4619915,https://www.google.com/patents/US,
4619924,https://www.google.com/patents/US,
4620019,https://www.google.com/patents/US,
4620533,https://www.google.com/patents/US,
4621630,https://www.google.com/patents/US,
4621638,https://www.google.com/patents/US,
4622233,https://www.google.com/patents/US,
4622406,https://www.google.com/patents/US,
4623486,https://www.google.com/patents/US,
4623650,https://www.google.com/patents/US,
4623725,https://www.google.com/patents/US,
4623728,https://www.google.com/patents/US,
4624256,https://www.google.com/patents/US,
4624958,https://www.google.com/patents/US,
4625041,https://www.google.com/patents/US,
4626610,https://www.google.com/patents/US,
4627961,https://www.google.com/patents/US,
4628033,https://www.google.com/patents/US,
4629794,https://www.google.com/patents/US,
4629819,https://www.google.com/patents/US,
4631082,https://www.google.com/patents/US,
4631345,https://www.google.com/patents/US,
4632992,https://www.google.com/patents/US,
4632993,https://www.google.com/patents/US,
4636498,https://www.google.com/patents/US,
4636500,https://www.google.com/patents/US,
4636506,https://www.google.com/patents/US,
4638007,https://www.google.com/patents/US,
4639322,https://www.google.com/patents/US,
4642373,https://www.google.com/patents/US,
4644005,https://www.google.com/patents/US,
4647565,https://www.google.com/patents/US,
4649920,https://www.google.com/patents/US,
4650491,https://www.google.com/patents/US,
4650851,https://www.google.com/patents/US,
4652523,https://www.google.com/patents/US,
4652658,https://www.google.com/patents/US,
4653507,https://www.google.com/patents/US,
4654352,https://www.google.com/patents/US,
4654353,https://www.google.com/patents/US,
4654466,https://www.google.com/patents/US,
4656169,https://www.google.com/patents/US,
4656174,https://www.google.com/patents/US,
4656263,https://www.google.com/patents/US,
4656265,https://www.google.com/patents/US,
4658037,https://www.google.com/patents/US,
4661485,https://www.google.com/patents/US,
4661493,https://www.google.com/patents/US,
4661507,https://www.google.com/patents/US,
4662939,https://www.google.com/patents/US,
4663474,https://www.google.com/patents/US,
4665194,https://www.google.com/patents/US,
4665925,https://www.google.com/patents/US,
4666450,https://www.google.com/patents/US,
4668290,https://www.google.com/patents/US,
4670449,https://www.google.com/patents/US,
4670564,https://www.google.com/patents/US,
4672061,https://www.google.com/patents/US,
4673677,https://www.google.com/patents/US,
4675186,https://www.google.com/patents/US,
4677246,https://www.google.com/patents/US,
4678666,https://www.google.com/patents/US,
4678749,https://www.google.com/patents/US,
4678789,https://www.google.com/patents/US,
4678802,https://www.google.com/patents/US,
4680306,https://www.google.com/patents/US,
4680404,https://www.google.com/patents/US,
4681629,https://www.google.com/patents/US,
4684641,https://www.google.com/patents/US,
4684642,https://www.google.com/patents/US,
4686224,https://www.google.com/patents/US,
4686228,https://www.google.com/patents/US,
4689336,https://www.google.com/patents/US,
4690943,https://www.google.com/patents/US,
4694080,https://www.google.com/patents/US,
4694087,https://www.google.com/patents/US,
4694113,https://www.google.com/patents/US,
4695571,https://www.google.com/patents/US,
4695626,https://www.google.com/patents/US,
4695634,https://www.google.com/patents/US,
4698444,https://www.google.com/patents/US,
4703052,https://www.google.com/patents/US,
4704106,https://www.google.com/patents/US,
4704284,https://www.google.com/patents/US,
4704456,https://www.google.com/patents/US,
4704461,https://www.google.com/patents/US,
4705261,https://www.google.com/patents/US,
4705727,https://www.google.com/patents/US,
4707281,https://www.google.com/patents/US,
4707493,https://www.google.com/patents/US,
4708132,https://www.google.com/patents/US,
4708974,https://www.google.com/patents/US,
4709044,https://www.google.com/patents/US,
4710507,https://www.google.com/patents/US,
4710537,https://www.google.com/patents/US,
4711882,https://www.google.com/patents/US,
4711888,https://www.google.com/patents/US,
4714468,https://www.google.com/patents/US,
4714469,https://www.google.com/patents/US,
4714603,https://www.google.com/patents/US,
4714761,https://www.google.com/patents/US,
4715855,https://www.google.com/patents/US,
4716113,https://www.google.com/patents/US,
4716231,https://www.google.com/patents/US,
4716900,https://www.google.com/patents/US,
4718911,https://www.google.com/patents/US,
4721712,https://www.google.com/patents/US,
4723010,https://www.google.com/patents/US,
4725599,https://www.google.com/patents/US,
4725616,https://www.google.com/patents/US,
4725678,https://www.google.com/patents/US,
4726387,https://www.google.com/patents/US,
4727159,https://www.google.com/patents/US,
4728653,https://www.google.com/patents/US,
4728654,https://www.google.com/patents/US,
4729985,https://www.google.com/patents/US,
4730004,https://www.google.com/patents/US,
4730056,https://www.google.com/patents/US,
4730615,https://www.google.com/patents/US,
4732625,https://www.google.com/patents/US,
4732907,https://www.google.com/patents/US,
4732985,https://www.google.com/patents/US,
4732988,https://www.google.com/patents/US,
4736059,https://www.google.com/patents/US,
4738972,https://www.google.com/patents/US,
4739047,https://www.google.com/patents/US,
4739079,https://www.google.com/patents/US,
4740464,https://www.google.com/patents/US,
4740513,https://www.google.com/patents/US,
4743632,https://www.google.com/patents/US,
4746650,https://www.google.com/patents/US,
4748280,https://www.google.com/patents/US,
4749687,https://www.google.com/patents/US,
4750482,https://www.google.com/patents/US,
4751297,https://www.google.com/patents/US,
4751317,https://www.google.com/patents/US,
4752609,https://www.google.com/patents/US,
4753679,https://www.google.com/patents/US,
4753956,https://www.google.com/patents/US,
4755183,https://www.google.com/patents/US,
4756501,https://www.google.com/patents/US,
4757833,https://www.google.com/patents/US,
4758568,https://www.google.com/patents/US,
4758569,https://www.google.com/patents/US,
4761485,https://www.google.com/patents/US,
4762838,https://www.google.com/patents/US,
4762920,https://www.google.com/patents/US,
4762921,https://www.google.com/patents/US,
4766117,https://www.google.com/patents/US,
4766141,https://www.google.com/patents/US,
4767743,https://www.google.com/patents/US,
4767777,https://www.google.com/patents/US,
4769232,https://www.google.com/patents/US,
4771788,https://www.google.com/patents/US,
4772597,https://www.google.com/patents/US,
4772641,https://www.google.com/patents/US,
4772717,https://www.google.com/patents/US,
4775668,https://www.google.com/patents/US,
4776330,https://www.google.com/patents/US,
4777270,https://www.google.com/patents/US,
4777288,https://www.google.com/patents/US,
4778469,https://www.google.com/patents/US,
4781293,https://www.google.com/patents/US,
4782050,https://www.google.com/patents/US,
4782145,https://www.google.com/patents/US,
4782146,https://www.google.com/patents/US,
4782165,https://www.google.com/patents/US,
4782900,https://www.google.com/patents/US,
4783467,https://www.google.com/patents/US,
4784642,https://www.google.com/patents/US,
4784663,https://www.google.com/patents/US,
4785078,https://www.google.com/patents/US,
4788196,https://www.google.com/patents/US,
4788205,https://www.google.com/patents/US,
4791125,https://www.google.com/patents/US,
4791129,https://www.google.com/patents/US,
4791131,https://www.google.com/patents/US,
4792448,https://www.google.com/patents/US,
4794179,https://www.google.com/patents/US,
4797298,https://www.google.com/patents/US,
4797394,https://www.google.com/patents/US,
4797401,https://www.google.com/patents/US,
4797403,https://www.google.com/patents/US,
4797486,https://www.google.com/patents/US,
4797490,https://www.google.com/patents/US,
4798835,https://www.google.com/patents/US,
4801096,https://www.google.com/patents/US,
4801598,https://www.google.com/patents/US,
4803076,https://www.google.com/patents/US,
4804680,https://www.google.com/patents/US,
4804782,https://www.google.com/patents/US,
4806536,https://www.google.com/patents/US,
4806557,https://www.google.com/patents/US,
4808591,https://www.google.com/patents/US,
4808597,https://www.google.com/patents/US,
4808601,https://www.google.com/patents/US,
4812455,https://www.google.com/patents/US,
4812471,https://www.google.com/patents/US,
4814342,https://www.google.com/patents/US,
4821802,https://www.google.com/patents/US,
4822793,https://www.google.com/patents/US,
4826833,https://www.google.com/patents/US,
4827919,https://www.google.com/patents/US,
4828562,https://www.google.com/patents/US,
4829062,https://www.google.com/patents/US,
4829071,https://www.google.com/patents/US,
4830860,https://www.google.com/patents/US,
4830989,https://www.google.com/patents/US,
4831031,https://www.google.com/patents/US,
4831059,https://www.google.com/patents/US,
4834755,https://www.google.com/patents/US,
4834756,https://www.google.com/patents/US,
4835141,https://www.google.com/patents/US,
4835165,https://www.google.com/patents/US,
4835166,https://www.google.com/patents/US,
4835192,https://www.google.com/patents/US,
4837279,https://www.google.com/patents/US,
4837334,https://www.google.com/patents/US,
4839104,https://www.google.com/patents/US,
4841078,https://www.google.com/patents/US,
4841079,https://www.google.com/patents/US,
4847245,https://www.google.com/patents/US,
4849518,https://www.google.com/patents/US,
4851130,https://www.google.com/patents/US,
4851195,https://www.google.com/patents/US,
4851388,https://www.google.com/patents/US,
4851412,https://www.google.com/patents/US,
4851548,https://www.google.com/patents/US,
4853392,https://www.google.com/patents/US,
4853409,https://www.google.com/patents/US,
4853410,https://www.google.com/patents/US,
4855303,https://www.google.com/patents/US,
4855454,https://www.google.com/patents/US,
4855500,https://www.google.com/patents/US,
4857045,https://www.google.com/patents/US,
4857269,https://www.google.com/patents/US,
4857641,https://www.google.com/patents/US,
4859654,https://www.google.com/patents/US,
4859679,https://www.google.com/patents/US,
4859686,https://www.google.com/patents/US,
4861596,https://www.google.com/patents/US,
4861779,https://www.google.com/patents/US,
4861794,https://www.google.com/patents/US,
4861880,https://www.google.com/patents/US,
4861891,https://www.google.com/patents/US,
4863934,https://www.google.com/patents/US,
4863948,https://www.google.com/patents/US,
4864046,https://www.google.com/patents/US,
4868296,https://www.google.com/patents/US,
4868297,https://www.google.com/patents/US,
4868301,https://www.google.com/patents/US,
4870084,https://www.google.com/patents/US,
4870170,https://www.google.com/patents/US,
4870190,https://www.google.com/patents/US,
4871369,https://www.google.com/patents/US,
4874757,https://www.google.com/patents/US,
4874864,https://www.google.com/patents/US,
4874877,https://www.google.com/patents/US,
4876367,https://www.google.com/patents/US,
4878913,https://www.google.com/patents/US,
4879303,https://www.google.com/patents/US,
4879391,https://www.google.com/patents/US,
4880741,https://www.google.com/patents/US,
4880810,https://www.google.com/patents/US,
4882337,https://www.google.com/patents/US,
4883795,https://www.google.com/patents/US,
4885294,https://www.google.com/patents/US,
4885370,https://www.google.com/patents/US,
4889128,https://www.google.com/patents/US,
4889531,https://www.google.com/patents/US,
4891372,https://www.google.com/patents/US,
4891373,https://www.google.com/patents/US,
4891375,https://www.google.com/patents/US,
4892590,https://www.google.com/patents/US,
4892881,https://www.google.com/patents/US,
4894464,https://www.google.com/patents/US,
4895168,https://www.google.com/patents/US,
4895720,https://www.google.com/patents/US,
4895724,https://www.google.com/patents/US,
4895940,https://www.google.com/patents/US,
4895943,https://www.google.com/patents/US,
4896661,https://www.google.com/patents/US,
4896662,https://www.google.com/patents/US,
4898872,https://www.google.com/patents/US,
4900546,https://www.google.com/patents/US,
4900839,https://www.google.com/patents/US,
4900844,https://www.google.com/patents/US,
4902284,https://www.google.com/patents/US,
4904671,https://www.google.com/patents/US,
4904685,https://www.google.com/patents/US,
4904782,https://www.google.com/patents/US,
4907591,https://www.google.com/patents/US,
4908316,https://www.google.com/patents/US,
4910204,https://www.google.com/patents/US,
4912130,https://www.google.com/patents/US,
4914101,https://www.google.com/patents/US,
4914207,https://www.google.com/patents/US,
4916209,https://www.google.com/patents/US,
4916226,https://www.google.com/patents/US,
4918163,https://www.google.com/patents/US,
4919121,https://www.google.com/patents/US,
4920050,https://www.google.com/patents/US,
4920215,https://www.google.com/patents/US,
4920221,https://www.google.com/patents/US,
4920224,https://www.google.com/patents/US,
4920967,https://www.google.com/patents/US,
4921972,https://www.google.com/patents/US,
4921994,https://www.google.com/patents/US,
4923438,https://www.google.com/patents/US,
4923864,https://www.google.com/patents/US,
4927618,https://www.google.com/patents/US,
4927847,https://www.google.com/patents/US,
4927918,https://www.google.com/patents/US,
4929638,https://www.google.com/patents/US,
4931057,https://www.google.com/patents/US,
D308428,https://www.google.com/patents/US,
4933475,https://www.google.com/patents/US,
4935370,https://www.google.com/patents/US,
4935405,https://www.google.com/patents/US,
