patent_no,http,url
4563442,https://www.google.com/patents/US,
4563461,https://www.google.com/patents/US,
4565655,https://www.google.com/patents/US,
4565871,https://www.google.com/patents/US,
4567266,https://www.google.com/patents/US,
4569791,https://www.google.com/patents/US,
4569792,https://www.google.com/patents/US,
4569794,https://www.google.com/patents/US,
4569801,https://www.google.com/patents/US,
4573967,https://www.google.com/patents/US,
4576959,https://www.google.com/patents/US,
4577014,https://www.google.com/patents/US,
4578387,https://www.google.com/patents/US,
4581165,https://www.google.com/patents/US,
4581225,https://www.google.com/patents/US,
4581346,https://www.google.com/patents/US,
4581352,https://www.google.com/patents/US,
4581456,https://www.google.com/patents/US,
4582806,https://www.google.com/patents/US,
4582822,https://www.google.com/patents/US,
4584404,https://www.google.com/patents/US,
4585861,https://www.google.com/patents/US,
4585894,https://www.google.com/patents/US,
4587053,https://www.google.com/patents/US,
4587218,https://www.google.com/patents/US,
4587336,https://www.google.com/patents/US,
4587344,https://www.google.com/patents/US,
4587348,https://www.google.com/patents/US,
4587351,https://www.google.com/patents/US,
4588484,https://www.google.com/patents/US,
4589905,https://www.google.com/patents/US,
4590213,https://www.google.com/patents/US,
4591591,https://www.google.com/patents/US,
4594247,https://www.google.com/patents/US,
4594337,https://www.google.com/patents/US,
4594358,https://www.google.com/patents/US,
4594417,https://www.google.com/patents/US,
4594431,https://www.google.com/patents/US,
4595586,https://www.google.com/patents/US,
4595754,https://www.google.com/patents/US,
4596827,https://www.google.com/patents/US,
4596871,https://www.google.com/patents/US,
D284411,https://www.google.com/patents/US,
4599339,https://www.google.com/patents/US,
D284548,https://www.google.com/patents/US,
4600430,https://www.google.com/patents/US,
4600773,https://www.google.com/patents/US,
4600777,https://www.google.com/patents/US,
4602025,https://www.google.com/patents/US,
4602044,https://www.google.com/patents/US,
4604127,https://www.google.com/patents/US,
4604239,https://www.google.com/patents/US,
4604380,https://www.google.com/patents/US,
4604386,https://www.google.com/patents/US,
4605513,https://www.google.com/patents/US,
4605661,https://www.google.com/patents/US,
4609666,https://www.google.com/patents/US,
4609670,https://www.google.com/patents/US,
4612330,https://www.google.com/patents/US,
4612367,https://www.google.com/patents/US,
4613620,https://www.google.com/patents/US,
4614807,https://www.google.com/patents/US,
4616078,https://www.google.com/patents/US,
4616080,https://www.google.com/patents/US,
4617149,https://www.google.com/patents/US,
4617302,https://www.google.com/patents/US,
4617311,https://www.google.com/patents/US,
4617376,https://www.google.com/patents/US,
4619686,https://www.google.com/patents/US,
4619935,https://www.google.com/patents/US,
4620865,https://www.google.com/patents/US,
4622398,https://www.google.com/patents/US,
4626534,https://www.google.com/patents/US,
4626549,https://www.google.com/patents/US,
4626591,https://www.google.com/patents/US,
4628088,https://www.google.com/patents/US,
4629740,https://www.google.com/patents/US,
4629786,https://www.google.com/patents/US,
4629811,https://www.google.com/patents/US,
RE32310,https://www.google.com/patents/US,
RE32311,https://www.google.com/patents/US,
4631279,https://www.google.com/patents/US,
4631339,https://www.google.com/patents/US,
4631343,https://www.google.com/patents/US,
4632939,https://www.google.com/patents/US,
4636243,https://www.google.com/patents/US,
4636502,https://www.google.com/patents/US,
4637981,https://www.google.com/patents/US,
RE32333,https://www.google.com/patents/US,
4639433,https://www.google.com/patents/US,
4642379,https://www.google.com/patents/US,
4643758,https://www.google.com/patents/US,
4643975,https://www.google.com/patents/US,
4643987,https://www.google.com/patents/US,
4645861,https://www.google.com/patents/US,
4647564,https://www.google.com/patents/US,
4647591,https://www.google.com/patents/US,
4647667,https://www.google.com/patents/US,
4647685,https://www.google.com/patents/US,
4649042,https://www.google.com/patents/US,
4649107,https://www.google.com/patents/US,
4650761,https://www.google.com/patents/US,
4652547,https://www.google.com/patents/US,
4652548,https://www.google.com/patents/US,
4654324,https://www.google.com/patents/US,
4656187,https://www.google.com/patents/US,
4656258,https://www.google.com/patents/US,
4658061,https://www.google.com/patents/US,
4659660,https://www.google.com/patents/US,
4659717,https://www.google.com/patents/US,
4659730,https://www.google.com/patents/US,
4659813,https://www.google.com/patents/US,
4659832,https://www.google.com/patents/US,
4659859,https://www.google.com/patents/US,
4661505,https://www.google.com/patents/US,
4661508,https://www.google.com/patents/US,
4663282,https://www.google.com/patents/US,
4663460,https://www.google.com/patents/US,
4665066,https://www.google.com/patents/US,
4665100,https://www.google.com/patents/US,
4665168,https://www.google.com/patents/US,
4666504,https://www.google.com/patents/US,
4666846,https://www.google.com/patents/US,
4667030,https://www.google.com/patents/US,
4670437,https://www.google.com/patents/US,
4670442,https://www.google.com/patents/US,
4670445,https://www.google.com/patents/US,
4670596,https://www.google.com/patents/US,
4671430,https://www.google.com/patents/US,
D290229,https://www.google.com/patents/US,
4675322,https://www.google.com/patents/US,
4675390,https://www.google.com/patents/US,
4675400,https://www.google.com/patents/US,
4675408,https://www.google.com/patents/US,
RE32455,https://www.google.com/patents/US,
4680265,https://www.google.com/patents/US,
4683201,https://www.google.com/patents/US,
4683204,https://www.google.com/patents/US,
4683206,https://www.google.com/patents/US,
4683207,https://www.google.com/patents/US,
4683227,https://www.google.com/patents/US,
4683235,https://www.google.com/patents/US,
4683236,https://www.google.com/patents/US,
4683237,https://www.google.com/patents/US,
4683312,https://www.google.com/patents/US,
4683313,https://www.google.com/patents/US,
4684643,https://www.google.com/patents/US,
4684748,https://www.google.com/patents/US,
4689415,https://www.google.com/patents/US,
4690951,https://www.google.com/patents/US,
4692434,https://www.google.com/patents/US,
4692443,https://www.google.com/patents/US,
4692468,https://www.google.com/patents/US,
4692518,https://www.google.com/patents/US,
4695545,https://www.google.com/patents/US,
4698116,https://www.google.com/patents/US,
4698307,https://www.google.com/patents/US,
4698327,https://www.google.com/patents/US,
4698338,https://www.google.com/patents/US,
4698347,https://www.google.com/patents/US,
4703118,https://www.google.com/patents/US,
4704156,https://www.google.com/patents/US,
4704395,https://www.google.com/patents/US,
4704396,https://www.google.com/patents/US,
4704407,https://www.google.com/patents/US,
4710464,https://www.google.com/patents/US,
4710466,https://www.google.com/patents/US,
4710623,https://www.google.com/patents/US,
4713331,https://www.google.com/patents/US,
4713384,https://www.google.com/patents/US,
4713385,https://www.google.com/patents/US,
4714704,https://www.google.com/patents/US,
4716232,https://www.google.com/patents/US,
4717714,https://www.google.com/patents/US,
4721230,https://www.google.com/patents/US,
4727028,https://www.google.com/patents/US,
4732859,https://www.google.com/patents/US,
4732971,https://www.google.com/patents/US,
4734408,https://www.google.com/patents/US,
4734437,https://www.google.com/patents/US,
4734498,https://www.google.com/patents/US,
4734501,https://www.google.com/patents/US,
4734504,https://www.google.com/patents/US,
4734505,https://www.google.com/patents/US,
4735782,https://www.google.com/patents/US,
4735960,https://www.google.com/patents/US,
4738921,https://www.google.com/patents/US,
4740599,https://www.google.com/patents/US,
4745057,https://www.google.com/patents/US,
4745068,https://www.google.com/patents/US,
4745069,https://www.google.com/patents/US,
4745126,https://www.google.com/patents/US,
4745178,https://www.google.com/patents/US,
4748172,https://www.google.com/patents/US,
4752574,https://www.google.com/patents/US,
4752577,https://www.google.com/patents/US,
4753801,https://www.google.com/patents/US,
4753880,https://www.google.com/patents/US,
4753881,https://www.google.com/patents/US,
4753886,https://www.google.com/patents/US,
4755526,https://www.google.com/patents/US,
4757076,https://www.google.com/patents/US,
4757082,https://www.google.com/patents/US,
4758574,https://www.google.com/patents/US,
4760075,https://www.google.com/patents/US,
4762786,https://www.google.com/patents/US,
4762836,https://www.google.com/patents/US,
4762842,https://www.google.com/patents/US,
4764376,https://www.google.com/patents/US,
4764510,https://www.google.com/patents/US,
4764521,https://www.google.com/patents/US,
4764534,https://www.google.com/patents/US,
4764592,https://www.google.com/patents/US,
4764609,https://www.google.com/patents/US,
4766066,https://www.google.com/patents/US,
4766140,https://www.google.com/patents/US,
4767770,https://www.google.com/patents/US,
4767871,https://www.google.com/patents/US,
4769322,https://www.google.com/patents/US,
4769378,https://www.google.com/patents/US,
4769482,https://www.google.com/patents/US,
4771135,https://www.google.com/patents/US,
4772694,https://www.google.com/patents/US,
